urn,ts,company,numLikes,numComments,text,Environment,Positive,Waste and Emissions Management ,Social,Diversity and Inclusion,Climate Impact,Biodiversity and Environmental Footprint,Negative,Waste and Emission Management,Environmental Opportunities ,Human Capital ,Governance,Legal Compliance,Workplace and Product Safety,Business Ethics and Transparency,Product Stewardship,Environmental Crime
6871479955121958912,2021-11-30 16:08:07,autonation,96,2,"Information Security. Technology Operations. Application Development. 

If these sound like areas of interest for you, consider applying to our Technology team! AutoNation is committed to a culture of innovation, and we’re hiring to bring like-minded individuals on board at our Fort Lauderdale headquarters. #drivepink #DRVPNK #AutoNation

Learn more: https://lnkd.in/gWjcUfhD",,,,,,,,,,,,,,,,,
6871502015181180928,2021-11-30 17:35:46,petsmart,68,1,"During last year's GivingTuesday, 34.8 million supporters participated worldwide and raised an estimated $2.47 billion.

Today is #GivingTuesday—your donations make it possible for our PetSmart Charities partners to serve their communities. From adoptions to access to care to battling food insecurity, YOU make it possible for our grantees to continue creating a better world for pets and all who love them. ❤️

#AnythingforPets #LifeAtPetSmart #PetSmartCharities",,,,,,,,,,,,,,,,,
6871533834043842560,2021-11-30 19:42:12,antheminc,34,1,"A lack of financial security has ripple effects across other social drivers of health such as food and housing. For example, our new study found nearly one-third of Americans have altered their eating habits due to financial concerns and one in four are worried about losing their housing. This financial insecurity, and the limitations it can place on meeting basic social and health needs, is a key driver of our health. Explore more about how social drivers shape our health here:  https://lnkd.in/g3VU9HGY",,,,,,,,,,,,,,,,,
6871580872596852736,2021-11-30 22:49:07,aflac,50,2,"The No Surprises Act is meant to help protect your clients' employees from surprise medical costs. In fact, it’s part of a movement toward greater protection for all consumers of healthcare. https://lnkd.in/dvGmT9vb #AflacforBrokers",,,,,,,,,,,,,,,,,
6871848798595903488,2021-12-01 16:33:46,gap,15,0,"We have an exciting and RARE opportunity for an experienced Depot Manager to lead our established Southend on Sea depot.
 
 The successful candidate will hold a strong understanding of health and safety practices, excellent communicational skills, proven management experience along with experience in maximising profitability and profit margins.
 Within the role you will be responsible for the smooth running of the depot, identifying improvement opportunities and working closely with the area sales manager & regional support teams to achieve sales and budget targets.
 
 For more information on the role or to apply, please visit https://lnkd.in/eUb3BpzJ",,,,,,,,,,,,,,,,,
6871933023823175680,2021-12-01 22:08:27,aflac,64,3,"When it comes to coverage, there’s a difference between critical illness insurance and cancer insurance, and it’s important that your employees understand the value of each. https://lnkd.in/es6w55xx #AflacforBusiness",,,,,,,,,,,,,,,,,
6872200292176330753,2021-12-02 15:50:28,petsmart,107,0,"""The whimsical nature of the Chance and Friends collection represents the kindness and joy animals bring to our lives,"" said Kristin Shane, senior vice president of merchandising at PetSmart. ""This year we are happy to increase the amount of proceeds donated from this collection. These furry toys help impact the lives and wellbeing of our furry friends and are truly gifts that keep on giving.""

It's incredible to see the positive impact that these donations have on our communities and all of the smiles they bring. Tell us in the comments if you've donated or how many donations your store has! ❤️☺️

Learn more about the positive impact PetSmart Charities, along with Chance and Friends, are having on our communities below!

https://lnkd.in/e6D5AUT6",,,,,,,,,,,,,,,,,
6872205735783206912,2021-12-02 16:12:06,autonation,42,2,"Hello Fort Worth! Looking for work in the auto industry? From service to sales, we’re hiring for a variety of open positions at our locations in the Fort Worth area.

Apply today! https://lnkd.in/eAneR7J",,,,,,,,,,,,,,,,,
6872610881935568896,2021-12-03 19:02:01,thrivent,22,0,"Shop from the comfort of your home this holiday season knowing that each gift you buy from the 2021 Holiday Gift Guide supports an important cause. When you download the Gift Guide, you’ll be entered for a chance to win our Holiday Gift Giveaway. Don’t wait—deadline to enter the giveaway is Dec. 10, 2021. 
",,,,,,,,,,,,,,,,,
6872635212434563072,2021-12-03 20:38:42,aflac,104,4,Coach Prime knows his stuff. Help make sure your employees have enough—with Aflac: extra protection when employees need it most. #AflacforBusiness https://lnkd.in/dj8KVmDf,,,,,,,,,,,,,,,,,
6873680046897336320,2021-12-06 17:50:29,petsmart,9,0,"""The best ideas and creative problem solving require diverse perspectives represented by people that mirror the diversity of your customers—people who are invited to and celebrated when they show up as their whole selves and are willing to share (and/or disagree) because of the culture of belonging and psychologically safe space you continuously create."" - Meredith, VP of Loss Prevention & Safety at PetSmart.

Join Meredith and other leaders in Loss Prevention for an hour of virtual learning and perspectives on diversity, equity, and inclusion within retail on Wednesday, December 15!

To register visit: https://lnkd.in/eb_N_HWX",,,,,,,,,,,,,,,,,
6874031122909548544,2021-12-07 17:05:33,gap,22,0,"Today is Day 1 of our annual ’12 Days of Christmas’ staff raffle! It’s an amazing way to reward our staff for their continuous hard work. The prizes start small and get bigger everyday, so keep an eye out to see who wins!
Today 12 lucky people have won either a £75 amazon voucher or a White Oak Christmas Hamper.",,,,,,,,,,,,,,,,,
6874043115121049600,2021-12-07 17:53:12,antheminc,91,0,"Americans believe that action is needed to address social drivers of health, but no one entity should be held solely responsible for improving health. And although most Americans say that doctors and hospitals are responsible for addressing social drivers and health disparities, there is also a strong expectation that other healthcare entities, local governments, private citizens, and employers should do the same. Learn more about these expectations and how Anthem is starting a national conversation around whole health: https://lnkd.in/gevCprs2",,,,,,,,,,,,,,,,,
6874073756373966848,2021-12-07 19:54:57,jcpenney,211,2,"The JCPenney X Muhammad Ali ‘Be The Greatest’ campaign kicked off on Dec. 2 in a special live stream event with inaugural cause partner, Step Up. JCPenney Vice President of Men’s Apparel T’Wana Brown hosted two inspiring leaders, Muhammad Ali Center President and CEO Laura Douglas and Step Up CEO Delores Druilhet Morton, to discuss what it means to ‘Be The Greatest.’ With this partnership, JCPenney is proud to support Step Up and the young women the organization serves through a $100,000 charitable donation. 

Read more. https://lnkd.in/eu4_UhY8",,,,,,,,,,,,,,,,,
6874092414139695105,2021-12-07 21:09:05,thrivent,610,57,"Excited to announce that our President and CEO, Teresa (Terry) Rasmussen, has been named one of Twin Cities Business Magazine's Top 100 People to Know. See the impact of Terry's leadership as Thrivent continues to serve its clients with excellence. Read the full recognition: https://bit.ly/31yWUwp.  #tbc100",,,,,,,,,,,,,,,,,
6874100897882914816,2021-12-07 21:42:48,jcpenney,309,10,"With its new expansion into casual wear, the Shaquille O'Neal XLG™ collection is bigger than ever. Now offering 2X the styles, the line offers classic wardrobe staples like polos and crew necks to trendy and timeless outerwear pieces and denim. Shop now in stores and online.

https://lnkd.in/e2R6TBqV",,,,,,,,,,,,,,,,,
6874109358435794944,2021-12-07 22:16:25,aflac,94,2,"Having health insurance is everything, but that doesn’t mean it covers everything. Supplemental coverage can help fill the gaps that health insurance doesn’t cover.   https://lnkd.in/dJ8ujyM8 #AflacforBusiness",,,,,,,,,,,,,,,,,
6874278529027100672,2021-12-08 09:28:39,gap,33,3,"Carl Grainger appointed as Head of Manufacturing at GAP. Congratulations Carl! 
Read more here: http://ow.ly/YoC350H5Wqo",,,,,,,,,,,,,,,,,
6874383938043817985,2021-12-08 16:27:30,gap,8,0,Day 2 of our ‘12 Days of Christmas’ competition and todays lucky winners have won either a £100 Tesco voucher or an Amazon 5 Echo! Well done to all of todays winners!,,,,,,,,,,,,,,,,,
6874417445243809792,2021-12-08 18:40:39,jcpenney,458,14,"The word is out! We’re pleased to share JCPenney and Sports Illustrated teamed up to launch an exclusive, elevated, and bold performance-driven clothing line for men, women, and kids rolling out in stores and online January 6. Get a sneak peek and see how the line was debuted at the Sports Illustrated Awards’ first-ever Halftime Fashion Show on Tuesday, Dec. 7. 

https://lnkd.in/ei-K-Ddg",,,,,,,,,,,,,,,,,
6874417535580745728,2021-12-08 18:41:00,antheminc,431,3,"Despite being one of the largest and fastest-growing industries, healthcare is not as simple, affordable, or accessible as it should be. Our President of Digital Platforms, Rajeev Ronanki, and Staff Vice President of AI Technology, Bobby Samuel, and our partners Mike Guarino, Executive Director of the Independent Physician Association of Nassau/Suffolk Counties, and Jonas Goldstein, Vim Head of Product Marketing, recently discussed how we’re breaking down silos and leveraging data-driven insights to build a healthcare system that works better for everyone. Watch our webinar with Modern Healthcare to learn more. https://lnkd.in/enhYvkyY",,,,,,,,,,,,,,,,,
6874425345932623873,2021-12-08 19:12:03,petsmart,288,8,"Calling all witches, wizards, and Muggles! This collection is perfect for your Harry Potter loving pup. ⚡

""We couldn't be more excited to partner with Warner Bros. Consumer Products on these exclusive accessories and toys to share the magic with this Harry Potter collection at PetSmart,"" said Kristin Shane, the senior vice president of merchandising for PetSmart. ""We know pet parents will do anything for their pets. With the Wizarding World being such an iconic and beloved franchise, we know that this new collection will bring charm and joy and to both pet parents and their pets."" #LifeAtPetSmart #AnythingforPets

Learn more about the collection here: https://lnkd.in/ePZB7bhW",,,,,,,,,,,,,,,,,
6874445637920792576,2021-12-08 20:32:41,aflac,60,1,Both brokers and clients understand the importance of relationships. The holiday season is a wonderful opportunity to show your clients how much their partnership means to you. https://lnkd.in/dYmjeBd8 #AflacforBrokers,,,,,,,,,,,,,,,,,
6874460315292057600,2021-12-08 21:31:00,thrivent,40,0,Inflation can show itself in ways beyond simply higher prices. Our chief investment officer takes a closer look at the latest economic data and shares what it may mean for your investment strategy. https://bit.ly/3dvVmWH,,,,,,,,,,,,,,,,,
6874704415392092160,2021-12-09 13:40:58,gap,10,0,Our Day 3 Winners! Today all of our winners have received a £100 One4All Gift Card. Congrats everyone 😍,,,,,,,,,,,,,,,,,
6874805857436086272,2021-12-09 20:24:04,antheminc,212,2,"A lack of social drivers such as educational resources or access to green space are just some factors that can shape the whole health of Americans. As a community-health advocate, elite athlete, and mother, Allyson Felix shares her story on why she’s inspired to help us redefine whole health. Watch her discussion with Anthem’s Chief Health Officer Dr. Shantanu Agrawal Chief Health Equity Officer Dr. Darrell M. Gray, II, MD, MPH, FACG on the findings from our #DrivingOurHealth study: https://lnkd.in/dWV2vBxu",,,,,,,,,,,,,,,,,
6874838984728567808,2021-12-09 22:35:42,aflac,66,3,"The pandemic has completely upended the way we work, and employee benefits continue to adapt to meet the changing needs of the workforce. Consider these trends as you and your clients look ahead to 2022. https://lnkd.in/dwHNT2p3 #AflacforBrokers",,,,,,,,,,,,,,,,,
6875094177303146496,2021-12-10 15:29:44,gap,10,0,Our Day 4 Winners! Today all our winners have received a NINJA Foodi Power Blender! Congrats to the winners 🎄,,,,,,,,,,,,,,,,,
6875110448686018560,2021-12-10 16:34:24,jcpenney,1444,371,"Join us in congratulating Kevin W McGhee in his new role as senior vice president, general merchandise manager for Home, overseeing all aspects of JCPenney’s Home merchandising strategies. With a tenured JCPenney career and an extensive background in Home, he has played a pivotal role in helping to reposition the company as a leading Home destination. Congratulations Kevin!",,,,,,,,,,,,,,,,,
6876189427975172096,2021-12-13 16:01:53,jcpenney,673,18,"JCPenney is excited to introduce Forever 21 to 100 stores and online at jcp.com. 

“Forever 21 and JCPenney share a mission to make the latest trends accessible to all while inspiring unique style and confidence,” said Michelle Wlazlo, executive vice president, chief merchandising officer at JCPenney. “The addition of this brand to our portfolio rounds out our Young Minded assortment and brings an exciting new element of in-the-moment fashion.”

Shop now >> https://lnkd.in/eqfwqjcU",,,,,,,,,,,,,,,,,
6876197001399214080,2021-12-13 16:31:58,petsmart,142,9,"The fantastic team at Store #1037 created the most amazing and inclusive way to celebrate this holiday season in their break room! There's so much represented, so much care in calling out associates' names and interests, and even the ornaments and light bulbs have every associate's preferred name! The personalized connection to their team makes us smile. Thank you to Cheryl, Kelly, and Zach for coming together to create this beautiful space! ❣️
 
""It's always been important to me to make sure all people are represented in the places they work and that the company we work for shows value in the diversity of people. Our vision for our break room was to show all the wonderful things that we celebrate and spotlight them for all to see and understand. This will open some dialog and allow us to understand each other's traditions and beliefs. We truly All Belong Here! We are the Ultimate PetSmart family.""
- Cheryl, Store Leader at Store #1037
#IBelongAtPetSmart #LifeAtPetSmart #UnitedTogether",,,,,,,,,,,,,,,,,
6876199886748999680,2021-12-13 16:43:26,gap,8,1,"Its Day 5 of our 12 days of Christmas and the prizes are getting bigger...
Todays winners have all received a Fitbit Versa 3! Well done all, we cant wait to see what tomorrows prize is 🥰",,,,,,,,,,,,,,,,,
6876269313251168257,2021-12-13 21:19:19,antheminc,62,0,"As an athlete, mother, and community-health advocate, Allyson Felix understands the importance of whole health. Our #DrivingOurHealth study aims to increase awareness of the importance of whole health and the different social factors that drive health outcomes for many Americans. Learn more about the study and its findings: https://lnkd.in/gevCprs2",,,,,,,,,,,,,,,,,
6876278082169278465,2021-12-13 21:54:09,aflac,58,5,"As a broker, you help get your clients up to speed on all things benefits. As a provider, we want to do the same for you. See what trends we’re projecting for the year ahead. https://lnkd.in/dm2n8pHf #AflacforBrokers",,,,,,,,,,,,,,,,,
6876547588661817344,2021-12-14 15:45:05,gap,10,0,Well done to all of our winners on Day 6 of 12 days of Christmas! Todays prize was a £150 Red Letter Day voucher - we cant wait to see what people choose to do with them 🥰,,,,,,,,,,,,,,,,,
6876549884372250624,2021-12-14 15:54:12,autonation,370,20,"The palm trees. The showroom. The gorgeous cars! Mercedes-Benz of Miami is a sight for sore eyes.

Picture yourself working here? Keep an eye on jobs.autonation.com for open positions! #drivepink #DRVPNK #AutoNation",,,,,,,,,,,,,,,,,
6876919072303448064,2021-12-15 16:21:13,gap,13,0,It’s day 7 of our 12 Days of Christmas staff raffle! Todays incredible prize was a Samsung Galaxy A7 Tablet  🎅🎁🎄,,,,,,,,,,,,,,,,,
6876946839669682176,2021-12-15 18:11:34,petsmart,188,14,"Who’s ready to PAWty? 🥳 Our furry friends, along with Jimmy Kimmel, sure are! We’re proud to provide everything your pet needs to celebrate and stay happy and healthy this holiday season. ❤️

Check out PetSmart’s new holiday collection in stores and online, and be sure to tag us and use #LifeAtPetSmart so we can celebrate along with you! 🎄✨🎁",,,,,,,,,,,,,,,,,
6876954879538024448,2021-12-15 18:43:30,aflac,40,0,"Reminders about suspected fraud on paid leave, information on the launch of Connecticut's Paid Leave program, and the latest on paid and unpaid leave legislation are all available now in Edition 3 of the PLADS Legislative Advisory. #AflacforBrokers https://lnkd.in/dPwjqeZP",,,,,,,,,,,,,,,,,
6877277791356801024,2021-12-16 16:06:39,gap,10,0,It's Day 8 and the prizes are getting bigger! Today 5 lucky members of staff won an Apple Watch Series 3 😍,,,,,,,,,,,,,,,,,
6877290296019865600,2021-12-16 16:56:20,petsmart,218,14,"We’re often asked if we’re “Pet Smart” or “Pets Mart.” 🤔 Thanks to an enthusiastic TikToker and the help of our buddy Rey, we were finally able to put the question to bed. 🐾 #LifeAtPetSmart",,,,,,,,,,,,,,,,,
6877303026902675456,2021-12-16 17:46:55,aflac,89,4,"It’s one thing to look out for your employees while they’re at work, but it’s just as important to look out for them when work is the farthest thing from their minds. This holiday season, Aflac’s accident insurance can help offer your team some peace of mind. https://lnkd.in/dAfs3mM5",,,,,,,,,,,,,,,,,
