comment_urn,post_urn,ts,author,numLikes,lang,text,company
6959698437466447872,6736697001603403778,2022-08-01 02:36:52,399894971,2,English,"""Batteries, they do not make electricity – they store electricity produced elsewhere, primarily by coal, uranium, natural gas-powered plants, or diesel-fueled generators. So, to say an EV is a zero-emission vehicle is not at all valid.

Also, since forty percent of the electricity generated in the U.S. is from coal-fired plants, it follows that forty percent of the EVs on the road are coal-powered, do you see?""

A typical EV battery weighs one thousand pounds, about the size of a travel trunk. It contains twenty-five pounds of lithium, sixty pounds of nickel, 44 pounds of manganese, 30 pounds cobalt, 200 pounds of copper, and 400 pounds of aluminum, steel, and plastic. Inside are over 6,000 individual lithium-ion cells.

To manufacture each EV auto battery, you must process 25,000 pounds of brine for the lithium, 30,000 pounds of ore for the cobalt, 5,000 pounds of ore for the nickel, and 25,000 pounds of ore for copper. All told, you dig up 500,000 pounds of the earth's crust for one battery.""",tesla-motors
6887330017668300800,6736697001603403778,2022-01-13 09:50:36,6456327,3,English,"Shame about Tesla's dismal customer service. Tesla Ireland screwed up the paperwork on the € 5,000 government grant for the Model 3 we ordered in June and paid for in full in the 10th of August. They confirmed the car had been paid for in full and the grant applied on the 10th of August, then wrote to us 2 weeks later to demand the € 5,000 from us to cover their mistake. After 4 months of struggle, and email exchange, last Thursday they sent us a 'Final Invoice' with a € 0.00 balance. This morning they cancelled the delivery of our car (scheduled for tomorrow at 10am) and once again demanded that we pay €5,000. Without doubt the worst company we have ever tried to do business with.",tesla-motors
6831392807429795840,6736697001603403778,2021-08-12 01:16:06,430908441,5,English,"Well Richard, I’m not much of a business man, but I’m trying here so here’s to helping you Sir,

**Business + Enterapenurs** Wanting I thought this would be a great place to post on your page👍👍✨
So come support Richard
Business + Enterapenurs**
I’m working for haste+hussle- they are putting on a conference at university of Texas in Austin for enterapenurs+ bigger business on feb10th 2022- they are looking for sponsors to work with all organizations -+ companies big or small- I am wondering if you would like to talk further with CEO, AND you/team could join and take part.
This will be a big conference, With Professionals Speaking - such as Virgin—Sir Richard, Branson. This will be A great event to promote, sell, and network. 

If you are looking to join and sponsor event wanting to sponsor a entrepreneur conference we would love if you wanted to come join.

If so let me know and message me
Thanks",tesla-motors
6917140021657395200,6736697001603403778,2022-04-05 16:04:55,609174120,4,German,"Wir haben in unserem Unternehmen ein Tesla 3 Model. Es fährt einigermaßen. Der Verbrauch ist gut. Die Software ist eine ´Katastrophe. Verkehrszeichenerkennung Fehlanzeige. Autopilot lächerlich, eigentlich nicht vorhanden. Spurwechselassistent, eine Zumutung. Wer nur mit dem Auto von A nach B fahren will, okay. Wer jedoch an Hightech und autonomes Fahren denkt, kauft besser ein anderes Fabrikat. Selbst ein Fiat 500 e ist dem Tesla 3 weit überlegen. Sorry Herr Musk es eine Schande.....
Was ich vergas: das Video ist echt super gemacht. Auch der gezeigte Maschinenbau mit vollautomatischer Fertigung. Leider kann das Auto das nicht, vielleicht sollte sich Tesla die Softwareleistung für ihre Fahrzeuge in Deutschland oder Italien zukaufen.",tesla-motors
6779888868314492928,6736697001603403778,2021-03-22 22:17:50,368773727,10,English,"As a construction engineer, I can say that vehicles would be more efficient and less fuel/electricity consumption and less CO2 emissions with good cabin insulation especially in northern regions/countries. This has been demonstrated in buildings. 
Futhermore, when can we expect to buy the new Tesla models with revolutionary solar roofs that will charge the battery? ",tesla-motors
6907094239185104896,6736697001603403778,2022-03-08 22:46:34,934087792,2,English,Hi everyone,tesla-motors
6782929476322902016,6736697001603403778,2021-03-31 07:40:07,885500037,6,Other,"Hello Sir/Madam,
              I am from Ludhiana, Punjab and I have a very profitable offer for you company. Have you even thought that a car running on electric energy and it would never need to be recharged? Yes, it is possible and I have created this formula on my own but due to financial limitations I cannot develop a complete car to demonstrate the working of my formula. If you are willing to rule the automobile world with this great futuristic invention then please contact me. I would love to work with you and we can together make it happen. There would be no need of fuel in the car as it will completely work on electricity and the plus point is that there would be no need to recharge it.
              If there is any question regarding to this mail then please contact me and I will provide you the all information required.
              Future is here and we can be the face of future automobile industry. Hope to listen from you soon.",tesla-motors
6917316911974256640,6736697001603403778,2022-04-06 03:47:49,976350175,3,English,"First off, CONGRATS to Tesla Co. for all the achievements they have accomplished. Now, WHAT DOES IT TAKE TO GET HIRED AT TESLA? I created a Tesla account to apply. I’ve been applying for available positions and NO luck at all. I have the experience and skills to contribute to the success of the company. I’ve applied for Detailer, Warehouse, Material Handler, Mobile Tire Technician and nothing! Those positions are still available 30+ days later. Why post positions if you are not willing to give a chance to those candidates who are ready and want to work? Just saying. Hope this doesn’t backfire on me for being honest about how it feels when not considered for a job. #teslarecuiters #tesla #readytowork",tesla-motors
6823150487156719616,6736697001603403778,2021-07-20 07:24:04,46461208,5,English,"On May 17th 2021 I applied to order a tesla vehicle from tesla.com and placed a used car order with reservation number RN114972044.

However tesla did not approve my finance application and they recommended me to go thru 3rd party credit unions.I applied lots of credit unions as well however no body wanted to approve my application since its a car sales thru a website not an actual dealership.After I tried more than 15 credit union and bank for my finance application I called tesla used car rep (Johhny Dang) and told me that I cant get approved from anyone.And then he told me that they cant hold the car anymore so we needed to cancel the transaction.Then we had to cancel the transaction and I had started waiting for my return and refund that I paid Tesla $500 deposit plus another $500 delivery fee.
To make sure about getting my refund I called Tesla Used Car Rep. Johhny Dang on May 24th and I was shocked with his attitude and conversation.He yelled at me on the phone and told me that I cant get any refund at all.When I asked him why he told me that because they already started a delivery process and I have to pay for the delivery.I so many times repeated him that I didnt purchase the car so how come am I being charged for a delivery fee and he again yelled and stated with a very angry tone that I already signed purchase agreement and there is nothing he could do.

Then I tried to reach Tesla costumer service and upper management so many times but unfortunately its impossible to reach a person or a valid email on their website.There is a support page and there are only frequently asked questions.When you call costumer service number there is no section or department you can speak and get an info.So many times i filled a contact us form but there is no return on it.

As a California resident I feel so trapped and deceived and i dont want anyone else to be in this position anymore.i cant even believe Tesla Motor Inc. one of the most innovative companies work this way.

I tried to buy a car from Tesla and coudnt get approved for finance and this experience costed me exactly $1000 . If you think this is normal in the state of California the i do not want me be a resident of this state anymore.This is outrageous and unacceptable being charged for the the car I have never purchased and being delivered.I am literally paying $500 delivery fee for a car I have never purchased.All I want is to get my money back and having that ""yelling and cursing Tesla Employee "" accountable for his attitude.

Please advise and research the issue to prevent more problems",tesla-motors
6971443973735264256,6736697001603403778,2022-09-02 12:29:26,553869918,1,English,"Electric vehicle = Eco friendly

A myth ??


Referring to the attached survey graph, it shows the carbon emission from electricity generation is around 3 times when compared to carbon emissions by road transports.
Technically we are just shifting the source of pollution and not really solving it (by electric vehicles).

Looking forward to connect with the leading pioneers in #electricvehicles 
to share a validated concept through which we can completely solve the charging issues with EV's.

Don't need to stop and no other source required to powerup vehicles ( Roadways, Railways, Waterways )

(Considering 100km drive per day) monthly cost of Rs 2070 for charging an electric 4 wheeler in a city like Delhi can be brought down to Rs 00 - 150 monthly

- Complete Solution to low battery situation.
- Less requirement of power charging stations.
- Actual impact on air pollution.


+91 9580898500

 ",tesla-motors
6935971431851720704,6736697001603403778,2022-05-27 15:14:13,661300604,4,English,"Hey Tesla, as a Tesla Driver can I say your superchargers are not often super cool to use after 9Pm. Even before in some cases. 

Here is a suggestion, partner with Costco. 90% of Costco’s are within a few miles of major highways. 

Get Costco to front the “service Center” restaurant, convinience store portion and you front superchargers for Tesla and non Tesla vehicles. From 9-9 people can even shop for 40 minutes or simply grab a bite, but let the restrooms and convinience store operate 9p-7a when breakfast starts. 

Being able to advertise a full service supercharge would kill a lot of the EV resistance that is out there, while re-enforcing your brand across North America and making a road trip in an EV far more pleasant. 

Happy to hear your thoughts on this!",tesla-motors
6951753665841967104,6736697001603403778,2022-07-10 04:27:11,828171121,3,English,I am a licensed electrician and I install car chargers call of electric cars that are hitting the market. I knew about electric cars before the first one ever came out in our code classes. Now that it’s true with these ion lithium batteries and how dangerous these things completely are. These cars need a foam suppression system installed in them. Because you cannot put a lithium ion out you have to smother it so no auction gets to it it’s salt. The other problem with these electric cars is a pole way too many volts like 300 V. It’s like hitting the trigger on my drill.. That’s a lot of direct current. Like the Fords new SUV. The relay con tact gets welded shut because the heat is so strong it’s like welding two pieces of metal together. Unfortunately that should be a gold contact relay but she’s more expensive. Electric motors are the strongest generators ever invented. The problem is the batteries are in the floor in the trunk . But when these contacters do get stuck the fire department as no clue how to put them out. So it should be mandatory they have a foam suppression system in them. It’s different than gasoline or diesel when you’re playing with electricity and batteries that’s a very explosive system.,tesla-motors
6932140583645827073,6736697001603403778,2022-05-17 01:31:48,323674920,2,English,"Mr. Musk wants to know what is beyond the hologram. The exit point of the hologram is no more motion. As the apostle Paul states in the bible in a certain place, (paraphrasing) ...in that day there shall be no more heat. If there is no more heat, which drives motion according to thermodynamics, then everything stops. As the precipice of human extinction or eternal life grips all. In the book of revelation 10:6 an angel swares by the Lord that ""Time shall be no more."" That can be interpreted in many ways, but if time is a measurement of an event, if there is no motion, then there is no event. That too is subject to interpretation. It is true that people often superimposes traits of a father or father figure onto the Lord since that is the authority figure they are familiar with just as the Lord is the ultimate authority figure. If Elon had issues with his natural father, he would be normal in early childhood to impose those same faults of character onto the name of the Lord. But realize that God is not like your father. He is a Man of war out of necessity, but His Character is always love with the capacity to hate evil and those who embody such. Pray for Elon.",tesla-motors
6930915249063645184,6736697001603403778,2022-05-13 16:22:45,999579861,1,English,"Our soldier from Azov @Serjvlk asks for help. His words: 
@elonmusk people say you come from another planet to teach people to believe in the impossible.
Our planets are next to each other, as I live where it is nearly impossible to survive. 
Help us get out of Azovstal to a mediating country. If not you, then who? Give me a hint.
https://parlament.ua/.../azovecz-volina-zapisav.../ 
Блокада ""Азовсталі"": українці бійці звернулися за допомогою до Ілона Маска — tsn.ua",tesla-motors
6930912917697527808,6736697001603403778,2022-05-13 16:13:29,999579861,2,English,"Our soldier from Azov @Serjvlk asks for help. His words: 
@elonmusk people say you come from another planet to teach people to believe in the impossible.
Our planets are next to each other, as I live where it is nearly impossible to survive. 
Help us get out of Azovstal to a mediating country. If not you, then who? Give me a hint.
https://parlament.ua/.../azovecz-volina-zapisav.../ 
Блокада ""Азовсталі"": українці бійці звернулися за допомогою до Ілона Маска — tsn.ua",tesla-motors
6917956595804954625,6736697001603403778,2022-04-07 22:09:41,837130929,2,English,"I bought a Tesla from auction from US, in the description of the car it was written that the key is missing exists. The car arrived to my country without the key. It’s already a month I can’t drive it because I don’t have the key. We don’t have a tesla service in our country for connecting my phone to my car I need to claim my ownership. I sent my documents to tesla support team but still no information and no connection/already 2weeks/. Is there someone who can help me with this? The car is still at customs office",tesla-motors
6927515928209305600,6736697001603403778,2022-05-04 07:15:04,979224853,1,English,"No automobile industry in the world has yet developed hydro energy technology so that the vehicle can be driven on water g saur car has developed a new technology by eliminating all the problems of modern era like petrol diesel gas electric charging etc. Will start a new era in the vehicle world, under this technology all vehicles will be able to run easily without any kind of chemical adulteration, which will be called self-charging vehicles. Motors Tata Motors Jaguar BMW Hyundai Honda Volkswagen Lamborghini Ferrari Ashoka Leyland BharatBenz Mercedes triton etc. Even companies have not yet developed such technology G saur is the only company in which the manufactured vehicle provides every time the convenience of the modern era to its customers. that removes obstacles in everyday journey",tesla-motors
6792465779725021184,6736697001603403778,2021-04-26 15:13:59,417487339,9,English,"Job performance generally refers to behavior that is expected to contribute to organizational success (Campbell, 1990). Campbell identified a number of specific types of performance dimensions; leadership was one of the dimensions that he identified. Many distinct conceptualizations are often lumped together under the umbrella of #leadership performance, including outcomes such as leader effectiveness, leader advancement, and leader emergence (Kaiser et al., 2008). For instance, ""leadership performance"" may refer to the career #success, performance of the group or organization, or even leader #emergence. Each of these measures is distinct. 
""Another way to conceptualize leader performance is to focus on the outcomes of the leader’s followers, group, team, unit, or organization. In evaluating this type of leader performance, two general strategies are typically used. The first relies on subjective perceptions of the leader’s performance from subordinates, superiors, or occasionally peers. The other type of #effectiveness measures are more objective indicators of team or unit performance, such as measures of productivity, goal attainment, sales figures, or unit financial performance (Bass & Riggio, 2006, p. 47)."" ",tesla-motors
6936152918756589568,6736697001603403778,2022-05-28 03:15:23,214934735,1,English,"I have been trying to get into contact with Tesla about a new multi Tesla product idea that I have in my head and I have tried to contact @elonmusk on Twitter without success because I will need his genius to help me to develop my idea and once it’s ready I would love to take it on it’s product launch around Australia and then once I have proven it’s success and value around here I think it will become known internationally and then I have time off work until I retire to take it internationally to sell it and I am already an award winning business manager and salesman and just like Elon it will be better to keep our planet for our children and I think he would be excited to meet me ♿️ too, yes I’m permanently disabled under 24/7 care but I’m going to prove the professional’s wrong again and again",tesla-motors
6873329126493839360,6736697001603403778,2021-12-05 18:36:04,677279528,2,English,I would love to work with any of Elon's companies but not sure where I would fit in. I'm an intelligent mind with an acute eye for seeing things differently and making them better. Heavy artistic/ design background..but I have back problems that limit what my body can do for long periods of time. I'm wondering if I could still be useful to the cause in some way. His dreams and what he's trying to accomplish are my dreams too. I live in south Texas and would seriously consider relocating near starbase if I could find work opportunities there. :),tesla-motors
6900606980860575744,6736697001603403778,2022-02-19 01:08:31,928032391,1,English,On a lighter note for the day. An alien visted me and my Instagram had a photo. They even phoned me. The Key to this is Justin wants a dictator power system of ruling after having power for a few years.  I’m Lelnamme on Instagram. Nothing better than being “under the Shadow of the Lords wings” should I say ship! “Lords of the Heavens.” Bible “they are the watchers.” It’s a Bic lighter… 🧙‍♂️,tesla-motors
6889323447059542016,6736697001603403778,2022-01-18 21:51:47,77724669,7,English,"Mr Musk,
My husband and I want to serve Tesla.  
What Tesla stands for is the future.   
I have over 25 years of Customer Service and Presidential experience in caring deeply for customers.   
Ray, my spouse, has over 10 years of experience with Mercedes Benz and Audi and has many top service marks with both companies.   
We both want to serve Tesla.  We believe in what Tesla and what you Elon Musk stand for in this world.   We need more visionaries like you in this world and we both want to serve your company.  
We live in SE Virginia.  
How can we serve to make your company and make this world a better place.   
Please let us help.    
Let’s change the world.   Let’s be the change.   
Please hire us!
Brad Garbus and Raymond Durham 

Contact info:

 https://www.linkedin.com/in/raymondcdurham

https://www.linkedin.com/in/bradgarbus",tesla-motors
6889947054559285248,6736697001603403778,2022-01-20 15:09:46,52246001,4,English,"The seats in the model s are amazing. The seats in the model y are garbage. I’m 6’3 290lb and could not sit in the driver seat at all.  It felt like it was made for children.  Charging top dollar for these vehicles and it felt like no one even considered this an issue. The vw Tiguan has better seats and is cheaper.  Very disappointing.  Tesla came hard with the model s which was very impressive but come on… over $80k+ ??  I thought the point of fuel efficiency was to save people money and not use fossil fuels… and the “affordable “models coming in still over $40k??? Not to mention you need to buy a charging station….  
solution: model s = $50k
                All other models $20-35k
                Dump the cyber truck ( huge                       waste of resources)
                 Use model s seats for all vehicles. ",tesla-motors
6957366501314080768,6736697001603403778,2022-07-25 16:10:35,829005785,1,English,"Yes I agree, but ...
   It is obious the conditions of this workers are deeply inhumane and by any means there should be non child work involved in any industry.
   So the insight is: we shuld work strongly to change this situation. Prehaps gobernments have to ban this type of circunstance and regulate their industries and resources. Because it is clear we as a species need this materials if we want to keep evolving and developing.
   I should also add, all electronic product use this origin corrupted resources, and the closest paradigm that bases on no technology are the Amish.",tesla-motors
6846743015252340736,6736697001603403778,2021-09-23 09:52:21,825747130,4,English,"Hi Elon Musk, here is a model that I imagined for you. The Tesla Model Star. I would love to do it with you.",tesla-motors
6946444375354687488,6736697001603403778,2022-06-25 12:49:57,628035008,1,English,"Please change your decision to finance murdering babies in the womb, this is not required of you to do so and should be paid for by those choosing to get an abortion, not a company, for example, are you willing to pay for other procedures as well? This has the potential for lawsuits for paying for one thing but not for another, such as treatments or the best surgeons, doctors not available in one State but are available in another. 
Please
support life at conception and protect children who are made in God's
image.  These articles show who you would be saving:
 https://www.liveaction.org/news/infant-bodies-infanticide-attempted-abortions/
 https://www.lifenews.com/2022/04/01/shocking-images-showing-5-babies-killed-in-late-term-abortions-prove-abortions-kill-children/
Norma
McCorvey (the ""Roe""), never had an abortion, she placed her daughter
in an adoptive home and later became pro-life.  Here is a great
article with a brief history of her life before and after: ""How 'Jane
Roe' Became a Pro-Life Warrior"" 
https://www.newsmax.com/staciecarriestoelting/jane-roe-norma-mccorvey-march-for-life-abortion/2020/01/23/id/951010/
God bless you and your families in the name of Jesus Christ, the risen Saviour who loves every-one.",tesla-motors
6816274336706527232,6736697001603403778,2021-07-01 08:00:42,885500037,3,English,"Hello Sir/Madam,

               I am from Ludhiana, Punjab and I have a very profitable offer for you company. Have you even thought that a car running on electric energy and it would never need to be recharged? Yes, it is possible and I have created this formula on my own but due to financial limitations I cannot develop a complete car to demonstrate the working of my formula. If you are willing to rule the automobile world with this great futuristic invention then please contact me. I would love to work with you and we can together make it happen. There would be no need of fuel in the car as it will completely work on electricity and the plus point is that there would be no need to recharge it.

               If there is any question regarding to this mail then please contact me and I will provide you the all information required.

               Future is here and we can be the face of future automobile industry. Hope to listen from you soon.",tesla-motors
6951754331217965056,6736697001603403778,2022-07-10 04:29:49,828171121,1,English,Unfortunately I can’t say everything I want to about this post in these cars because it don’t give you enough space to tell you. Suppression systems is the most important thing in this problem putting a bond or to the ground to the earth underneath the car. Here’s my information for 138755522 and this is my company business card you’re looking at electricity is very dangerous and lithium batteries are worse you can’t put out salt for the water have to smother it and you should have cold contacts on your vehicles because steel welds together I’m all for electricity fastest thing you’ll ever see like riding in a jet fighter plane. Too many engineers electrical and mechanical and not enough common man out there working on your inventions like electricians and mechanics that know what they’re doing and are smart as you are I just don’t have a piece of paper to prove it has a lot of brilliant backyard mechanics out there,tesla-motors
6882475366221447168,6736697001603403778,2021-12-31 00:19:57,688214930,3,English,"I was searching a new car.  Electric car was an option.  But unfortunately in Colombia it's not easy  to find charging stations.  Did You think a model with segmented batteries easy to remove / coupling and which allows partial charging using standard AC plugs at home.  For example, that allows you to charge one segment each night and give us 60 miles for a domestic day use.  Think it, your company it's so creative and disruptive and will find a good soluttion",tesla-motors
